adaptation_rate,capacity,demand,exceeds_threshold,experiment_name,failure_rate,measurement_noise,risk_score,run_id,seed,threshold
0.200483,0.74617,0.584804,0,uncertainty_quantification_computational_workflows,0.303321,-0.051267,0.405456,43,2026,0.62
0.390389,0.587189,0.664667,0,uncertainty_quantification_computational_workflows,0.12335,-0.007869,0.44571,44,2026,0.62
0.245416,0.607067,0.635255,0,uncertainty_quantification_computational_workflows,0.130626,0.042858,0.507159,45,2026,0.62
0.318518,0.378312,0.671086,0,uncertainty_quantification_computational_workflows,0.184398,0.02852,0.57871,46,2026,0.62
0.34657,0.626561,0.532653,0,uncertainty_quantification_computational_workflows,0.270304,0.020597,0.459371,47,2026,0.62
0.28893,0.432551,0.529423,0,uncertainty_quantification_computational_workflows,0.096274,-0.022083,0.438993,48,2026,0.62
0.487906,0.413304,0.452411,0,uncertainty_quantification_computational_workflows,0.194458,-0.007757,0.420715,49,2026,0.62
0.118398,0.497543,0.650856,0,uncertainty_quantification_computational_workflows,0.248765,0.039423,0.598365,50,2026,0.62
0.30436,0.397988,0.570794,0,uncertainty_quantification_computational_workflows,0.255862,0.017747,0.54557,51,2026,0.62
0.385489,0.448566,0.558846,0,uncertainty_quantification_computational_workflows,0.123542,-0.012701,0.444574,52,2026,0.62
0.18584,0.365664,0.580496,0,uncertainty_quantification_computational_workflows,0.157696,0.02716,0.56352,53,2026,0.62
0.503517,0.523879,0.502363,0,uncertainty_quantification_computational_workflows,0.307096,-0.009403,0.431376,54,2026,0.62
0.093878,0.316861,0.457288,0,uncertainty_quantification_computational_workflows,0.144174,-0.065054,0.452518,55,2026,0.62
0.279821,0.398994,0.736777,0,uncertainty_quantification_computational_workflows,0.322411,0.002965,0.615935,56,2026,0.62
0.253523,0.422148,0.516565,0,uncertainty_quantification_computational_workflows,0.358594,0.043006,0.579621,57,2026,0.62
0.21162,0.409409,0.692557,0,uncertainty_quantification_computational_workflows,0.376861,-0.008391,0.611525,58,2026,0.62
0.390283,0.440318,0.37194,0,uncertainty_quantification_computational_workflows,0.304462,0.013357,0.450149,59,2026,0.62
0.286513,0.412133,0.592083,0,uncertainty_quantification_computational_workflows,0.311759,-0.007021,0.542812,60,2026,0.62
0.349223,0.455777,0.450721,0,uncertainty_quantification_computational_workflows,0.175836,-0.021669,0.412929,61,2026,0.62
0.176778,0.588367,0.590247,0,uncertainty_quantification_computational_workflows,0.290878,-0.069456,0.439161,62,2026,0.62
0.356505,0.408028,0.501209,0,uncertainty_quantification_computational_workflows,0.218587,0.027876,0.506695,63,2026,0.62
0.204931,0.422425,0.564131,0,uncertainty_quantification_computational_workflows,0.228299,0.077232,0.605403,64,2026,0.62
0.252635,0.393819,0.359048,0,uncertainty_quantification_computational_workflows,0.110411,0.040811,0.459502,65,2026,0.62
0.302489,0.486478,0.515294,0,uncertainty_quantification_computational_workflows,0.332756,-0.03058,0.46982,66,2026,0.62
0.284551,0.487319,0.540054,0,uncertainty_quantification_computational_workflows,0.309369,0.051851,0.558313,67,2026,0.62
0.383843,0.648248,0.516312,0,uncertainty_quantification_computational_workflows,0.080443,-0.019662,0.348207,68,2026,0.62
0.486824,0.463366,0.841421,0,uncertainty_quantification_computational_workflows,0.236488,-0.013018,0.559302,69,2026,0.62
0.191922,0.409869,0.616855,0,uncertainty_quantification_computational_workflows,0.30816,-0.011975,0.564028,70,2026,0.62
0.430065,0.37204,0.588019,0,uncertainty_quantification_computational_workflows,0.262792,0.042131,0.563788,71,2026,0.62
0.379299,0.674524,0.759083,0,uncertainty_quantification_computational_workflows,0.175064,-0.04689,0.431453,72,2026,0.62
0.348754,0.362989,0.598177,0,uncertainty_quantification_computational_workflows,0.286706,-0.00227,0.547146,73,2026,0.62
0.369504,0.475851,0.485078,0,uncertainty_quantification_computational_workflows,0.0,0.002818,0.393123,74,2026,0.62
0.190041,0.392462,0.642171,0,uncertainty_quantification_computational_workflows,0.040805,-0.065778,0.453393,75,2026,0.62
0.365121,0.357048,0.760236,1,uncertainty_quantification_computational_workflows,0.208031,0.034958,0.623609,76,2026,0.62
0.367355,0.583147,0.717421,0,uncertainty_quantification_computational_workflows,0.188765,0.045319,0.542006,77,2026,0.62
0.26675,0.513796,0.591553,0,uncertainty_quantification_computational_workflows,0.1737,0.04211,0.526508,78,2026,0.62
0.453646,0.709786,0.349033,0,uncertainty_quantification_computational_workflows,0.269834,0.047682,0.37148,79,2026,0.62
0.38204,0.39601,0.559717,0,uncertainty_quantification_computational_workflows,0.230503,-0.069782,0.433616,80,2026,0.62
0.40592,0.455441,0.953333,1,uncertainty_quantification_computational_workflows,0.265972,0.018641,0.658468,81,2026,0.62
0.094044,0.607539,0.684991,0,uncertainty_quantification_computational_workflows,0.36328,-0.00681,0.566307,82,2026,0.62
0.367927,0.495048,0.545295,0,uncertainty_quantification_computational_workflows,0.16596,0.004271,0.4566,83,2026,0.62
0.414621,0.459926,0.617894,0,uncertainty_quantification_computational_workflows,0.193472,-0.003784,0.486045,84,2026,0.62
0.394071,0.385389,0.685777,0,uncertainty_quantification_computational_workflows,0.138641,-0.019422,0.508203,85,2026,0.62
0.113499,0.542784,0.461258,0,uncertainty_quantification_computational_workflows,0.198127,-0.007808,0.452272,86,2026,0.62
0.278799,0.399148,0.4963,0,uncertainty_quantification_computational_workflows,0.19145,0.002724,0.48909,87,2026,0.62
0.301481,0.413558,0.499389,0,uncertainty_quantification_computational_workflows,0.222255,-0.025051,0.462256,88,2026,0.62
0.489897,0.605858,0.485273,0,uncertainty_quantification_computational_workflows,0.134341,-0.011297,0.353382,89,2026,0.62
0.324463,0.448846,0.316411,0,uncertainty_quantification_computational_workflows,0.248543,-0.023151,0.386646,90,2026,0.62
0.200113,0.414102,0.508559,0,uncertainty_quantification_computational_workflows,0.239017,0.011267,0.524661,91,2026,0.62
0.271135,0.593192,0.438865,0,uncertainty_quantification_computational_workflows,0.328786,-0.015242,0.427605,92,2026,0.62
0.473557,0.688874,0.524792,0,uncertainty_quantification_computational_workflows,0.154627,-0.018434,0.343944,93,2026,0.62
0.426423,0.448945,0.573002,0,uncertainty_quantification_computational_workflows,0.178181,-0.007794,0.462126,94,2026,0.62
0.326379,0.558283,0.621507,0,uncertainty_quantification_computational_workflows,0.141771,0.055053,0.517688,95,2026,0.62
0.202548,0.458405,0.575921,0,uncertainty_quantification_computational_workflows,0.155579,-0.071519,0.430773,96,2026,0.62
0.25656,0.394613,0.745297,0,uncertainty_quantification_computational_workflows,0.333541,-0.023012,0.601746,97,2026,0.62
0.442079,0.446373,0.526318,0,uncertainty_quantification_computational_workflows,0.277394,-0.026173,0.450774,98,2026,0.62
0.390157,0.508447,0.703202,0,uncertainty_quantification_computational_workflows,0.219015,-0.022314,0.49619,99,2026,0.62
0.369782,0.520038,0.452177,0,uncertainty_quantification_computational_workflows,0.13048,-0.020417,0.378867,100,2026,0.62
0.434537,0.516449,0.632227,0,uncertainty_quantification_computational_workflows,0.333408,-0.000775,0.511176,101,2026,0.62
0.276266,0.52801,0.57258,0,uncertainty_quantification_computational_workflows,0.305542,0.048662,0.555328,102,2026,0.62
0.296331,0.573122,0.712042,0,uncertainty_quantification_computational_workflows,0.20825,0.025841,0.541637,103,2026,0.62
0.251899,0.52132,0.610694,0,uncertainty_quantification_computational_workflows,0.307628,-0.013243,0.514929,104,2026,0.62
0.153132,0.620567,0.493296,0,uncertainty_quantification_computational_workflows,0.191268,-0.015595,0.42356,105,2026,0.62
0.364413,0.486359,0.529157,0,uncertainty_quantification_computational_workflows,0.302724,0.05233,0.53878,106,2026,0.62
0.221878,0.478448,0.907328,1,uncertainty_quantification_computational_workflows,0.319113,-0.017544,0.645144,107,2026,0.62
0.441962,0.439802,0.643135,0,uncertainty_quantification_computational_workflows,0.18186,-0.044779,0.452822,108,2026,0.62
0.324815,0.526534,0.685568,0,uncertainty_quantification_computational_workflows,0.364197,-0.001421,0.555736,109,2026,0.62
0.355352,0.525314,0.751194,0,uncertainty_quantification_computational_workflows,0.28068,-0.029595,0.524831,110,2026,0.62
0.319409,0.53272,0.557927,0,uncertainty_quantification_computational_workflows,0.195239,-0.008992,0.453098,111,2026,0.62
0.265483,0.429446,0.376168,0,uncertainty_quantification_computational_workflows,0.095915,0.03832,0.446246,112,2026,0.62
0.287537,0.564422,0.670609,0,uncertainty_quantification_computational_workflows,0.149762,-0.0132,0.47534,113,2026,0.62
0.340496,0.625707,0.649507,0,uncertainty_quantification_computational_workflows,0.437822,-0.016386,0.513381,114,2026,0.62
0.212414,0.742483,0.536296,0,uncertainty_quantification_computational_workflows,0.28708,-0.0123,0.4206,115,2026,0.62
0.233165,0.44623,0.588214,0,uncertainty_quantification_computational_workflows,0.184707,0.005413,0.518504,116,2026,0.62
0.284792,0.493829,0.403437,0,uncertainty_quantification_computational_workflows,0.078822,-0.009228,0.38101,117,2026,0.62
0.34785,0.372387,0.792102,0,uncertainty_quantification_computational_workflows,0.227336,-0.026177,0.578149,118,2026,0.62
0.217552,0.49824,0.669691,0,uncertainty_quantification_computational_workflows,0.145409,0.025595,0.545724,119,2026,0.62
0.424872,0.66023,0.674018,0,uncertainty_quantification_computational_workflows,0.203602,0.047284,0.497235,120,2026,0.62
0.277045,0.47039,0.526494,0,uncertainty_quantification_computational_workflows,0.209394,0.020459,0.501374,121,2026,0.62
0.209076,0.534054,0.273275,0,uncertainty_quantification_computational_workflows,0.276951,-0.008239,0.387192,122,2026,0.62
0.321193,0.517038,0.475642,0,uncertainty_quantification_computational_workflows,0.268384,0.028454,0.483565,123,2026,0.62
0.369492,0.374578,0.691436,0,uncertainty_quantification_computational_workflows,0.226476,0.004483,0.56575,124,2026,0.62
0.335523,0.594277,0.451321,0,uncertainty_quantification_computational_workflows,0.090417,0.017423,0.388718,125,2026,0.62
0.344546,0.493713,0.637921,0,uncertainty_quantification_computational_workflows,0.19762,0.000742,0.50144,126,2026,0.62
0.22893,0.419648,0.389295,0,uncertainty_quantification_computational_workflows,0.243952,0.000889,0.463389,127,2026,0.62
0.20573,0.566355,0.478285,0,uncertainty_quantification_computational_workflows,0.357411,0.01738,0.503027,128,2026,0.62
0.558968,0.446975,0.586615,0,uncertainty_quantification_computational_workflows,0.253276,0.004773,0.476896,129,2026,0.62
0.125568,0.604566,0.618575,0,uncertainty_quantification_computational_workflows,0.21572,0.031993,0.535278,130,2026,0.62
0.221746,0.247529,0.462068,0,uncertainty_quantification_computational_workflows,0.160726,0.045273,0.567607,131,2026,0.62
0.296589,0.678721,0.497322,0,uncertainty_quantification_computational_workflows,0.312974,-0.017328,0.412368,132,2026,0.62
0.259261,0.575279,0.717247,0,uncertainty_quantification_computational_workflows,0.186235,0.023551,0.541385,133,2026,0.62
0.324749,0.590511,0.701631,0,uncertainty_quantification_computational_workflows,0.400558,-0.000927,0.55233,134,2026,0.62
0.208875,0.473802,0.720582,0,uncertainty_quantification_computational_workflows,0.340948,-0.007712,0.593689,135,2026,0.62
0.445095,0.621116,0.661311,0,uncertainty_quantification_computational_workflows,0.225804,-0.043796,0.415806,136,2026,0.62
0.176641,0.504046,0.484797,0,uncertainty_quantification_computational_workflows,0.247553,0.037923,0.520935,137,2026,0.62
0.435028,0.395901,0.524919,0,uncertainty_quantification_computational_workflows,0.152382,-0.021975,0.437603,138,2026,0.62
0.198809,0.568068,0.507569,0,uncertainty_quantification_computational_workflows,0.18316,-0.037108,0.413335,139,2026,0.62
0.365534,0.378624,0.734846,0,uncertainty_quantification_computational_workflows,0.204372,0.016296,0.587548,140,2026,0.62
0.396632,0.530962,0.705924,0,uncertainty_quantification_computational_workflows,0.383614,-0.031792,0.524043,141,2026,0.62
0.190016,0.420128,0.503336,0,uncertainty_quantification_computational_workflows,0.137121,0.01067,0.494518,142,2026,0.62
0.335226,0.529408,0.804063,0,uncertainty_quantification_computational_workflows,0.245059,0.036285,0.603538,143,2026,0.62
0.299742,0.491693,0.631003,0,uncertainty_quantification_computational_workflows,0.433689,-0.013445,0.557054,144,2026,0.62
0.251175,0.469822,0.501425,0,uncertainty_quantification_computational_workflows,0.38916,-0.006127,0.518631,145,2026,0.62
0.421975,0.41328,0.449393,0,uncertainty_quantification_computational_workflows,0.232882,-0.032411,0.417165,146,2026,0.62
0.215111,0.570595,0.433341,0,uncertainty_quantification_computational_workflows,0.268328,-0.046989,0.394525,147,2026,0.62
0.18644,0.341471,0.561199,0,uncertainty_quantification_computational_workflows,0.271579,-0.024657,0.54251,148,2026,0.62
0.26687,0.501954,0.528338,0,uncertainty_quantification_computational_workflows,0.294258,0.038279,0.534854,149,2026,0.62
0.221838,0.547238,0.578507,0,uncertainty_quantification_computational_workflows,0.265849,-0.003692,0.498346,150,2026,0.62
0.322334,0.567828,0.372093,0,uncertainty_quantification_computational_workflows,0.327147,-0.085922,0.329756,151,2026,0.62
0.308232,0.568993,0.512771,0,uncertainty_quantification_computational_workflows,0.273263,0.013613,0.470377,152,2026,0.62
0.330365,0.589374,0.608906,0,uncertainty_quantification_computational_workflows,0.24897,0.035359,0.511793,153,2026,0.62
0.285714,0.566131,0.542327,0,uncertainty_quantification_computational_workflows,0.221919,0.062634,0.521707,154,2026,0.62
0.330689,0.465878,0.288514,0,uncertainty_quantification_computational_workflows,0.261782,0.020878,0.417248,155,2026,0.62
0.101918,0.598649,0.505519,0,uncertainty_quantification_computational_workflows,0.09929,-0.028636,0.406343,156,2026,0.62
0.230807,0.491731,0.519264,0,uncertainty_quantification_computational_workflows,0.435132,-0.023182,0.517642,157,2026,0.62
0.507763,0.26796,0.334077,0,uncertainty_quantification_computational_workflows,0.201877,-0.020153,0.406838,158,2026,0.62
0.294381,0.470518,0.720349,0,uncertainty_quantification_computational_workflows,0.244417,0.042742,0.603618,159,2026,0.62
0.277945,0.497797,0.644413,0,uncertainty_quantification_computational_workflows,0.229524,-0.007046,0.515456,160,2026,0.62
0.180221,0.482492,0.591101,0,uncertainty_quantification_computational_workflows,0.189333,-0.040344,0.473381,161,2026,0.62
0.387994,0.386775,0.50749,0,uncertainty_quantification_computational_workflows,0.196612,0.010701,0.486893,162,2026,0.62
0.317442,0.474433,0.419538,0,uncertainty_quantification_computational_workflows,0.220677,-0.011413,0.42338,163,2026,0.62
0.310535,0.471487,0.584134,0,uncertainty_quantification_computational_workflows,0.175323,0.044645,0.531897,164,2026,0.62
0.441768,0.497239,0.441238,0,uncertainty_quantification_computational_workflows,0.199156,0.007517,0.415297,165,2026,0.62
0.462195,0.407278,0.596135,0,uncertainty_quantification_computational_workflows,0.330143,0.060674,0.586893,166,2026,0.62
0.198234,0.368005,0.685582,0,uncertainty_quantification_computational_workflows,0.260052,-0.018555,0.582417,167,2026,0.62
0.304111,0.448646,0.378597,0,uncertainty_quantification_computational_workflows,0.304003,0.001275,0.453402,168,2026,0.62
0.301296,0.678406,0.323328,0,uncertainty_quantification_computational_workflows,0.136686,-0.038308,0.276922,169,2026,0.62
0.178227,0.398241,0.491435,0,uncertainty_quantification_computational_workflows,0.323649,-0.027524,0.511071,170,2026,0.62
0.385046,0.597047,0.558802,0,uncertainty_quantification_computational_workflows,0.222241,-0.023855,0.414102,171,2026,0.62
0.037145,0.42173,0.388322,0,uncertainty_quantification_computational_workflows,0.192232,-0.0183,0.463742,172,2026,0.62
0.1698,0.636427,0.442386,0,uncertainty_quantification_computational_workflows,0.196331,0.001824,0.415083,173,2026,0.62
0.152703,0.627708,0.68537,0,uncertainty_quantification_computational_workflows,0.18093,-0.000846,0.50637,174,2026,0.62
0.24373,0.534031,0.597431,0,uncertainty_quantification_computational_workflows,0.167624,-0.022314,0.460547,175,2026,0.62
0.382877,0.421376,0.60011,0,uncertainty_quantification_computational_workflows,0.242954,0.040224,0.554319,176,2026,0.62
0.407364,0.504186,0.709565,0,uncertainty_quantification_computational_workflows,0.344303,-0.01235,0.540623,177,2026,0.62
0.319543,0.439941,0.565593,0,uncertainty_quantification_computational_workflows,0.262249,-0.056056,0.455778,178,2026,0.62
0.197419,0.433585,0.594368,0,uncertainty_quantification_computational_workflows,0.214645,-0.008728,0.52514,179,2026,0.62
0.367994,0.567725,0.649614,0,uncertainty_quantification_computational_workflows,0.315898,0.004638,0.514551,180,2026,0.62
0.198566,0.350111,0.490374,0,uncertainty_quantification_computational_workflows,0.225077,0.034853,0.55769,181,2026,0.62
0.198149,0.523332,0.418889,0,uncertainty_quantification_computational_workflows,0.251963,0.031363,0.480671,182,2026,0.62
0.243258,0.421014,0.476039,0,uncertainty_quantification_computational_workflows,0.169427,-0.089672,0.382668,183,2026,0.62
0.365808,0.467931,0.465001,0,uncertainty_quantification_computational_workflows,0.150651,-0.012254,0.414219,184,2026,0.62
0.254503,0.498496,0.516895,0,uncertainty_quantification_computational_workflows,0.181818,0.017926,0.483093,185,2026,0.62
0.217037,0.405085,0.661522,0,uncertainty_quantification_computational_workflows,0.177966,0.028981,0.583767,186,2026,0.62
0.330354,0.531121,0.645772,0,uncertainty_quantification_computational_workflows,0.32503,-0.015373,0.513668,187,2026,0.62
0.214983,0.253325,0.636081,0,uncertainty_quantification_computational_workflows,0.338345,-0.031463,0.604373,188,2026,0.62
0.444182,0.287557,0.688897,0,uncertainty_quantification_computational_workflows,0.193784,0.040046,0.605053,189,2026,0.62
0.245739,0.545631,0.511784,0,uncertainty_quantification_computational_workflows,0.155226,0.015805,0.458815,190,2026,0.62
0.14713,0.550274,0.438142,0,uncertainty_quantification_computational_workflows,0.094297,0.038239,0.453125,191,2026,0.62
0.431019,0.409232,0.379082,0,uncertainty_quantification_computational_workflows,0.191664,-0.052951,0.358404,192,2026,0.62
0.423503,0.513362,0.636604,0,uncertainty_quantification_computational_workflows,0.270482,-0.06327,0.436297,193,2026,0.62
0.341242,0.440434,0.587322,0,uncertainty_quantification_computational_workflows,0.240462,0.002855,0.513004,194,2026,0.62
0.39478,0.541682,0.617499,0,uncertainty_quantification_computational_workflows,0.297633,-0.07303,0.422998,195,2026,0.62
0.207676,0.427199,0.262651,0,uncertainty_quantification_computational_workflows,0.160835,0.067351,0.460771,196,2026,0.62
0.347915,0.521152,0.586497,0,uncertainty_quantification_computational_workflows,0.195077,-0.011166,0.460192,197,2026,0.62
0.389449,0.645604,0.510576,0,uncertainty_quantification_computational_workflows,0.310917,-0.031632,0.396096,198,2026,0.62
0.365057,0.512044,0.389429,0,uncertainty_quantification_computational_workflows,0.272299,0.023173,0.440232,199,2026,0.62
0.478199,0.528027,0.658488,0,uncertainty_quantification_computational_workflows,0.191025,-0.000769,0.471269,200,2026,0.62
0.382467,0.612042,0.291831,0,uncertainty_quantification_computational_workflows,0.322296,-0.095717,0.263621,201,2026,0.62
0.136113,0.466771,0.722327,0,uncertainty_quantification_computational_workflows,0.23018,0.008873,0.596306,202,2026,0.62
0.316458,0.498523,0.672794,0,uncertainty_quantification_computational_workflows,0.192843,-0.009858,0.506367,203,2026,0.62
0.396145,0.417388,0.407748,0,uncertainty_quantification_computational_workflows,0.253878,0.060208,0.503003,204,2026,0.62
0.479606,0.39372,0.380155,0,uncertainty_quantification_computational_workflows,0.212657,0.012059,0.425553,205,2026,0.62
0.180096,0.389582,0.369789,0,uncertainty_quantification_computational_workflows,0.32033,0.026451,0.520273,206,2026,0.62
0.479167,0.434817,0.403089,0,uncertainty_quantification_computational_workflows,0.153472,0.020217,0.413785,207,2026,0.62
0.343615,0.492845,0.473096,0,uncertainty_quantification_computational_workflows,0.111135,0.03313,0.44828,208,2026,0.62
0.285848,0.529123,0.710833,0,uncertainty_quantification_computational_workflows,0.154745,-0.005114,0.511303,209,2026,0.62
0.285004,0.560644,0.308634,0,uncertainty_quantification_computational_workflows,0.39925,-0.037427,0.382551,210,2026,0.62
0.274695,0.594029,0.459227,0,uncertainty_quantification_computational_workflows,0.286059,0.018306,0.456454,211,2026,0.62
0.254203,0.617768,0.485013,0,uncertainty_quantification_computational_workflows,0.166334,0.026107,0.438057,212,2026,0.62
0.213477,0.432205,0.700443,0,uncertainty_quantification_computational_workflows,0.176685,-0.034634,0.52683,213,2026,0.62
0.170237,0.466161,0.611158,0,uncertainty_quantification_computational_workflows,0.24662,0.046791,0.590466,214,2026,0.62
0.234376,0.563757,0.385848,0,uncertainty_quantification_computational_workflows,0.130397,-0.037226,0.347651,215,2026,0.62
0.299218,0.429769,0.707755,0,uncertainty_quantification_computational_workflows,0.268696,0.040014,0.614422,216,2026,0.62
0.179444,0.58623,0.464213,0,uncertainty_quantification_computational_workflows,0.092701,-0.026017,0.381382,217,2026,0.62
0.262111,0.513331,0.864686,0,uncertainty_quantification_computational_workflows,0.181702,0.023817,0.615144,218,2026,0.62
0.29353,0.690234,0.475776,0,uncertainty_quantification_computational_workflows,0.218659,0.002791,0.395815,219,2026,0.62
0.533865,0.569946,0.597375,0,uncertainty_quantification_computational_workflows,0.332508,-0.035333,0.428667,220,2026,0.62
0.221726,0.488481,0.495745,0,uncertainty_quantification_computational_workflows,0.146707,-0.021396,0.435258,221,2026,0.62
0.563998,0.581005,0.483326,0,uncertainty_quantification_computational_workflows,0.272316,0.083071,0.478629,222,2026,0.62
0.358183,0.402682,0.728595,0,uncertainty_quantification_computational_workflows,0.31604,-0.003252,0.58964,223,2026,0.62
0.279612,0.672852,0.431577,0,uncertainty_quantification_computational_workflows,0.380733,-0.002922,0.424961,224,2026,0.62
0.240139,0.418411,0.56263,0,uncertainty_quantification_computational_workflows,0.310116,0.019147,0.563745,225,2026,0.62
0.384285,0.593862,0.438418,0,uncertainty_quantification_computational_workflows,0.18512,0.040372,0.423685,226,2026,0.62
0.319046,0.494388,0.621747,0,uncertainty_quantification_computational_workflows,0.199787,-0.043785,0.455733,227,2026,0.62
0.184947,0.546741,0.595266,0,uncertainty_quantification_computational_workflows,0.142229,-0.046237,0.435586,228,2026,0.62
0.198456,0.669463,0.501274,0,uncertainty_quantification_computational_workflows,0.244299,-0.007111,0.426078,229,2026,0.62
0.226434,0.443476,0.745555,1,uncertainty_quantification_computational_workflows,0.213169,0.053516,0.636147,230,2026,0.62
0.3676,0.476667,0.538858,0,uncertainty_quantification_computational_workflows,0.291506,0.030846,0.520384,231,2026,0.62
0.200095,0.787092,0.605622,0,uncertainty_quantification_computational_workflows,0.336465,0.038649,0.499615,232,2026,0.62
0.337244,0.569315,0.536048,0,uncertainty_quantification_computational_workflows,0.201044,-0.016487,0.424301,233,2026,0.62
0.209914,0.352698,0.535842,0,uncertainty_quantification_computational_workflows,0.186951,0.00726,0.534235,234,2026,0.62
0.402409,0.446805,0.563837,0,uncertainty_quantification_computational_workflows,0.279785,-0.014204,0.484652,235,2026,0.62
0.36115,0.403973,0.441003,0,uncertainty_quantification_computational_workflows,0.172602,0.055127,0.499072,236,2026,0.62
0.227553,0.457008,0.675797,0,uncertainty_quantification_computational_workflows,0.310654,-0.020583,0.557464,237,2026,0.62
