case_id,confidence_score,downside_exposure,mitigation,recommended_option,risk_item,severity
1,0.867137,100.424503,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
32,0.777172,138.441139,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
33,0.833607,72.902043,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
34,0.723561,89.507165,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
35,0.798142,178.195911,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
36,0.837714,64.432501,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
37,0.760373,25.154209,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
38,0.808959,67.717342,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
39,0.814125,64.738891,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
40,0.721683,54.752037,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
41,0.85215,25.239287,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
42,0.822238,46.244043,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
43,0.881662,0.0,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
44,0.724545,104.175948,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
45,0.703443,70.862576,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
46,0.877934,34.591267,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
47,0.898593,90.435694,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
48,0.738347,61.726336,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
49,0.72518,110.16951,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
50,0.751278,129.020265,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
51,0.859548,63.84256,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
52,0.741524,55.733583,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
53,0.710436,40.623148,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
54,0.839091,101.102567,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
55,0.734805,85.826655,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
56,0.835714,132.295281,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
57,0.62904,60.238272,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,medium
58,0.761154,73.814124,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
59,0.865853,49.051028,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
60,0.845045,72.253751,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
61,0.59881,36.869177,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,medium
62,0.674941,83.733555,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
63,0.870885,99.664494,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
64,0.7606,26.88581,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
65,0.751508,59.310535,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
66,0.88004,44.72014,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
67,0.796534,85.405932,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
68,0.735038,65.243386,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
69,0.741133,61.613557,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
70,0.764621,56.541088,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
71,0.745309,36.547709,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
72,0.719195,45.831939,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
73,0.81593,72.993151,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
74,0.872148,67.66767,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
75,0.760612,82.271928,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
76,0.845381,27.423238,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
77,0.770746,126.658315,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
78,0.809516,82.555744,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
79,0.682673,132.886709,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
80,0.824491,66.56313,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
81,0.779932,52.138382,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
82,0.764805,68.784869,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
83,0.765421,65.218243,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
84,0.735224,97.808405,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
85,0.75151,89.655943,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
86,0.738382,78.435911,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
87,0.709643,69.37856,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
88,0.693378,83.009343,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
89,0.755198,82.061542,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
90,0.918214,39.518937,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
91,0.698316,95.666499,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
92,0.612276,29.752406,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,medium
93,0.779525,91.631413,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
94,0.810387,161.488712,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
95,0.79649,161.916253,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
96,0.78508,74.61308,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
97,0.836762,54.677129,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
98,0.767292,74.12595,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
99,0.845335,37.967006,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
100,0.773212,21.161297,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
101,0.852322,104.00405,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
102,0.715784,28.723667,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
103,0.843235,72.52239,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
104,0.781144,39.521905,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
105,0.714964,64.24811,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
106,0.861966,40.182199,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
107,0.806407,70.044056,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
108,0.808031,43.356092,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
109,0.799058,137.461051,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,medium
110,0.776681,59.288693,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
111,0.720383,122.171366,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
112,0.700186,84.67212,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
113,0.701208,70.797101,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
114,0.615171,39.935936,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,medium
115,0.737455,11.329773,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
116,0.779897,66.622855,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
117,0.658793,97.95839,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
118,0.714768,43.078468,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
119,0.762987,70.186077,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
120,0.876451,84.886945,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
121,0.810959,66.806755,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
122,0.800324,21.640774,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
123,0.7939,85.499536,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
124,0.820779,69.462729,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
125,0.904736,24.479013,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
126,0.803319,32.516634,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
127,0.811464,55.667758,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
128,0.763469,18.415754,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
129,0.860243,38.019731,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
130,0.69041,76.391915,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
131,0.726542,191.030827,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,high
132,0.734439,27.836147,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
133,0.688605,94.624872,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
134,0.863059,68.806806,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
135,0.686562,81.475634,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
136,0.76908,71.150718,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
137,0.799908,49.500405,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
138,0.746926,112.919773,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
139,0.642785,31.857146,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,medium
140,0.796148,0.0,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
141,0.726345,69.661638,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
142,0.728533,37.386472,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
143,0.689868,21.431385,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
144,0.734503,62.571738,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
145,0.845702,80.889252,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
146,0.685502,166.106899,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
147,0.93489,48.206876,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
148,0.72162,123.964846,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
149,0.85218,96.362673,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
150,0.723958,82.53831,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
151,0.829985,41.949337,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
152,0.775975,95.271733,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
153,0.719258,31.815551,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
154,0.803889,68.642859,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
155,0.775825,55.106761,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
156,0.72728,81.399165,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
157,0.701964,83.742119,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
158,0.763674,48.392833,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
159,0.718381,25.56907,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
160,0.838732,131.235505,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,medium
161,0.844007,39.96515,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
162,0.873248,65.358519,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
163,0.886569,46.622193,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
164,0.805719,60.062868,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
165,0.793058,51.856558,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
166,0.883629,46.624281,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
167,0.858534,33.174047,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
168,0.756974,38.892271,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
169,0.836894,50.255571,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
170,0.827324,17.288071,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
171,0.848028,93.931742,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
172,0.738386,40.425184,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
173,0.787935,140.2187,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
174,0.849813,120.889531,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
175,0.949739,34.962576,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
176,0.702658,171.960382,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
177,0.814427,21.515671,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
178,0.666614,136.916717,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
179,0.68805,50.397852,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
180,0.816145,97.427298,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
181,0.762113,121.940927,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
182,0.752673,53.621965,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
183,0.784027,113.497531,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
184,0.786588,35.990276,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
185,0.860801,97.469376,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
186,0.979832,41.841374,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
187,0.657793,66.759388,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
188,0.80666,67.958061,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
189,0.753415,39.933663,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
190,0.71301,119.082631,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
191,0.756084,51.573139,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
192,0.751779,127.391684,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
193,0.82377,91.935379,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
194,0.718333,97.695332,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
195,0.807744,25.434086,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
196,0.942337,21.14171,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
197,0.791341,26.276429,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
198,0.831615,75.281833,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
199,0.752238,7.175972,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
200,0.783518,68.955033,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
201,0.833952,73.026433,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
202,0.783283,56.714959,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
203,0.653281,73.705284,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
204,0.662943,53.745531,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
205,0.711301,10.008146,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
206,0.584109,34.298519,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,medium
207,0.572152,17.598429,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
208,0.661396,117.242822,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
209,0.712276,104.626813,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
210,0.738409,76.058259,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
211,0.661149,99.853726,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
212,0.703645,132.272171,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
213,0.822065,63.761743,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
214,0.798706,93.270701,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
215,0.834191,129.006438,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
216,0.929018,60.587282,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
217,0.875426,64.270337,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
218,0.745863,179.134278,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
219,0.879187,84.432778,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
220,0.811519,47.517359,escalate high-severity cases; document threshold rationale; provide contestability pathway,light_touch_support,decision_uncertainty_exposure,low
221,0.858944,88.233763,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
222,0.901787,40.065826,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
223,0.741602,22.945114,escalate high-severity cases; document threshold rationale; provide contestability pathway,monitor_only,decision_uncertainty_exposure,low
224,0.803613,61.632356,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,low
225,0.808957,130.436871,escalate high-severity cases; document threshold rationale; provide contestability pathway,intensive_review,decision_uncertainty_exposure,medium
226,0.736117,63.878468,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
227,0.750397,61.095604,escalate high-severity cases; document threshold rationale; provide contestability pathway,targeted_intervention,decision_uncertainty_exposure,low
