agents,clustering_score,grid_size,interpretation,moves,satisfaction_rate,seed,step,tolerance
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,34,0.25
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,35,0.25
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,36,0.25
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,37,0.25
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,38,0.25
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,39,0.25
420,0.692809,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,2,40,0.25
420,0.499748,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.888095,3,0,0.25
420,0.577871,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,48,0.928571,3,1,0.25
420,0.622208,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,35,0.938095,3,2,0.25
420,0.663401,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,27,0.959524,3,3,0.25
420,0.671165,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,17,0.964286,3,4,0.25
420,0.674379,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,15,0.966667,3,5,0.25
420,0.676108,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,14,0.969048,3,6,0.25
420,0.683376,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,15,0.971429,3,7,0.25
420,0.685162,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,12,0.97381,3,8,0.25
420,0.68627,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,10,0.978571,3,9,0.25
420,0.685351,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.978571,3,10,0.25
420,0.687222,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.978571,3,11,0.25
420,0.687625,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.978571,3,12,0.25
420,0.688061,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.978571,3,13,0.25
420,0.687506,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.978571,3,14,0.25
420,0.691984,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,9,0.980952,3,15,0.25
420,0.690825,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.980952,3,16,0.25
420,0.690984,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.980952,3,17,0.25
420,0.695346,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.983333,3,18,0.25
420,0.6972,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.985714,3,19,0.25
420,0.700057,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.988095,3,20,0.25
420,0.701088,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.988095,3,21,0.25
420,0.705068,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.990476,3,22,0.25
420,0.704762,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.990476,3,23,0.25
420,0.707341,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,3,24,0.25
420,0.709785,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,3,25,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,1.0,3,26,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,27,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,28,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,29,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,30,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,31,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,32,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,33,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,34,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,35,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,36,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,37,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,38,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,39,0.25
420,0.718795,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,3,40,0.25
420,0.492055,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.897619,4,0,0.25
420,0.569527,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,41,0.952381,4,1,0.25
420,0.596352,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,21,0.969048,4,2,0.25
420,0.626837,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,16,0.980952,4,3,0.25
420,0.641224,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.990476,4,4,0.25
420,0.650351,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.997619,4,5,0.25
420,0.649867,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,4,6,0.25
420,0.650859,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,4,7,0.25
420,0.650694,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,4,8,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,4,9,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,10,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,11,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,12,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,13,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,14,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,15,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,16,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,17,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,18,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,19,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,20,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,21,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,22,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,23,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,24,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,25,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,26,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,27,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,28,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,29,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,30,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,31,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,32,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,33,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,34,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,35,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,36,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,37,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,38,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,39,0.25
420,0.651755,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,4,40,0.25
420,0.499133,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.890476,5,0,0.25
420,0.580247,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,46,0.942857,5,1,0.25
420,0.621672,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,25,0.959524,5,2,0.25
420,0.662656,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,17,0.983333,5,3,0.25
420,0.680901,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,8,0.990476,5,4,0.25
420,0.680561,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.990476,5,5,0.25
420,0.682483,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,5,6,0.25
420,0.68394,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,5,7,0.25
420,0.687117,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.997619,5,8,0.25
420,0.685907,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,0.997619,5,9,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,5,10,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,11,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,12,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,13,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,14,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,15,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,16,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,17,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,18,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,19,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,20,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,21,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,22,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,23,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,24,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,25,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,26,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,27,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,28,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,29,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,30,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,31,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,32,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,33,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,34,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,35,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,36,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,37,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,38,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,39,0.25
420,0.689084,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,5,40,0.25
420,0.50093,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.9,6,0,0.25
420,0.579751,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,42,0.95,6,1,0.25
420,0.616485,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,24,0.969048,6,2,0.25
420,0.642185,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,15,0.983333,6,3,0.25
420,0.64523,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,7,0.985714,6,4,0.25
420,0.644436,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.985714,6,5,0.25
420,0.644884,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.985714,6,6,0.25
420,0.645609,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.985714,6,7,0.25
420,0.648988,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,5,0.990476,6,8,0.25
420,0.653628,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.992857,6,9,0.25
420,0.653656,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,3,0.995238,6,10,0.25
420,0.656548,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,6,11,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,1.0,6,12,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,13,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,14,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,15,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,16,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,17,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,18,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,19,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,20,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,21,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,22,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,23,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,24,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,25,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,26,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,27,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,28,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,29,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,30,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,31,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,32,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,33,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,34,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,35,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,36,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,37,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,38,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,39,0.25
420,0.660686,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,6,40,0.25
420,0.508982,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,0.880952,7,0,0.25
420,0.594762,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,53,0.92381,7,1,0.25
420,0.64053,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,34,0.945238,7,2,0.25
420,0.679439,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,23,0.969048,7,3,0.25
420,0.707741,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,13,0.985714,7,4,0.25
420,0.718914,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,6,0.990476,7,5,0.25
420,0.72345,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,4,0.995238,7,6,0.25
420,0.725672,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,2,0.997619,7,7,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,1,1.0,7,8,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,9,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,10,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,11,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,12,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,13,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,14,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,15,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,16,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,17,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,18,0.25
420,0.729799,24,Local satisfaction and movement rules can generate emergent clustering over repeated steps.,0,1.0,7,19,0.25
