experiment,input_a,input_b,input_c,output,seed,trial
uncertainty_propagation,9.63149,4.5736,0.974444,19.764494,2002,289
uncertainty_propagation,12.27259,2.98052,0.864067,43.664408,2002,290
uncertainty_propagation,10.499142,4.134367,1.142586,30.464039,2002,291
uncertainty_propagation,13.318199,4.752154,1.001094,37.365911,2002,292
uncertainty_propagation,8.524767,3.134237,0.970731,22.507766,2002,293
uncertainty_propagation,10.169434,4.411873,1.057006,24.77697,2002,294
uncertainty_propagation,9.020893,3.094381,1.160011,30.506153,2002,295
uncertainty_propagation,10.290018,4.84985,1.034541,22.586638,2002,296
uncertainty_propagation,10.693433,3.962826,1.113278,32.124258,2002,297
uncertainty_propagation,11.089541,3.941827,1.045831,32.628045,2002,298
uncertainty_propagation,10.128559,3.025703,1.178444,39.955621,2002,299
uncertainty_propagation,8.151405,3.440908,1.100468,21.250505,2002,300
uncertainty_propagation,10.79986,2.486905,1.302385,61.082433,2002,301
uncertainty_propagation,9.472071,3.541059,1.07658,27.27742,2002,302
uncertainty_propagation,12.492041,3.36371,1.225088,56.83494,2002,303
uncertainty_propagation,11.514058,4.018104,0.97524,32.177106,2002,304
uncertainty_propagation,11.550061,2.342068,0.826191,47.059724,2002,305
uncertainty_propagation,9.90996,3.294196,0.909518,27.114766,2002,306
uncertainty_propagation,10.802724,3.903458,1.069244,31.966419,2002,307
uncertainty_propagation,11.099011,3.664195,0.951602,31.992303,2002,308
uncertainty_propagation,11.722759,3.822889,0.916527,32.946812,2002,309
uncertainty_propagation,9.560721,4.52543,1.043049,21.068136,2002,310
uncertainty_propagation,12.696832,3.66197,1.139953,50.183713,2002,311
uncertainty_propagation,10.735834,4.14456,1.189869,33.089649,2002,312
uncertainty_propagation,11.980888,4.584935,0.994866,31.146516,2002,313
uncertainty_propagation,10.033245,4.798784,0.916348,19.22261,2002,314
uncertainty_propagation,10.221835,3.073103,0.961517,32.691706,2002,315
uncertainty_propagation,10.607104,3.701481,1.032064,31.370739,2002,316
uncertainty_propagation,9.303494,3.828602,1.019,23.037012,2002,317
uncertainty_propagation,11.57026,3.070507,1.032982,45.036951,2002,318
uncertainty_propagation,9.264051,2.09989,0.962083,39.320386,2002,319
uncertainty_propagation,8.485439,4.604648,1.103109,17.249265,2002,320
uncertainty_propagation,10.144779,3.337221,0.985575,30.394144,2002,321
uncertainty_propagation,11.750989,3.184168,0.946956,41.066009,2002,322
uncertainty_propagation,11.044936,2.130341,1.088883,62.353168,2002,323
uncertainty_propagation,11.144372,3.524193,1.003555,35.366553,2002,324
uncertainty_propagation,10.975095,4.085865,1.179861,34.782702,2002,325
uncertainty_propagation,10.301412,2.102362,1.075354,54.279729,2002,326
uncertainty_propagation,12.077122,3.859367,1.005109,37.986016,2002,327
uncertainty_propagation,11.136778,3.66396,1.198946,40.585222,2002,328
uncertainty_propagation,9.09375,2.96679,1.04585,29.152013,2002,329
uncertainty_propagation,8.753896,3.142489,1.029935,25.115322,2002,330
uncertainty_propagation,9.480808,2.000364,0.993721,44.652508,2002,331
uncertainty_propagation,13.450751,4.613572,1.209522,47.431772,2002,332
uncertainty_propagation,9.134986,3.599725,1.116939,25.892607,2002,333
uncertainty_propagation,8.741641,4.284355,1.010194,18.017952,2002,334
uncertainty_propagation,9.621952,3.237322,0.941989,26.93929,2002,335
uncertainty_propagation,12.223082,4.583059,1.36907,44.630475,2002,336
uncertainty_propagation,9.15715,4.258698,1.194665,23.522861,2002,337
uncertainty_propagation,11.222856,3.956704,0.899882,28.645666,2002,338
uncertainty_propagation,10.899048,4.333151,1.038746,28.476251,2002,339
uncertainty_propagation,12.5822,3.798829,1.007169,41.972594,2002,340
uncertainty_propagation,8.918894,4.751128,0.963184,16.126283,2002,341
uncertainty_propagation,7.986952,4.741215,1.178722,15.859293,2002,342
uncertainty_propagation,6.391101,2.116675,1.135226,21.906827,2002,343
uncertainty_propagation,10.113024,3.986044,0.978375,25.102988,2002,344
uncertainty_propagation,10.070708,4.73822,0.959935,20.546907,2002,345
uncertainty_propagation,11.412074,3.472745,1.053016,39.490377,2002,346
uncertainty_propagation,10.239161,2.279382,1.208324,55.576964,2002,347
uncertainty_propagation,10.206415,2.56322,1.260906,51.244025,2002,348
uncertainty_propagation,11.945938,2.629305,0.919633,49.913025,2002,349
uncertainty_propagation,7.631328,4.0065,1.242576,18.061674,2002,350
uncertainty_propagation,9.692463,4.19866,1.323653,29.616354,2002,351
uncertainty_propagation,8.464142,2.128031,1.071398,36.0694,2002,352
uncertainty_propagation,9.399698,3.572548,0.947579,23.435013,2002,353
uncertainty_propagation,6.495538,2.610449,0.95605,15.452393,2002,354
uncertainty_propagation,10.494228,3.146825,1.27388,44.581729,2002,355
uncertainty_propagation,12.792819,4.806035,0.808497,27.531121,2002,356
uncertainty_propagation,10.322633,4.001421,1.263847,33.655903,2002,357
uncertainty_propagation,10.921816,4.157795,1.26466,36.282767,2002,358
uncertainty_propagation,7.214795,3.077077,0.935251,15.821138,2002,359
uncertainty_propagation,11.787294,3.432737,1.135021,45.940056,2002,360
uncertainty_propagation,11.298463,3.528348,0.923178,33.400492,2002,361
uncertainty_propagation,8.402981,4.394431,1.083006,17.401832,2002,362
uncertainty_propagation,9.995934,2.092988,1.087045,51.895263,2002,363
uncertainty_propagation,10.404325,4.878777,1.156774,25.666438,2002,364
uncertainty_propagation,9.470485,4.988898,0.896586,16.118765,2002,365
uncertainty_propagation,8.39424,4.32128,1.310902,21.375717,2002,366
uncertainty_propagation,9.809726,2.602774,1.232379,45.563973,2002,367
uncertainty_propagation,9.299889,4.145747,1.004253,20.950561,2002,368
uncertainty_propagation,11.631093,3.180811,1.078887,45.885904,2002,369
uncertainty_propagation,12.293491,2.287368,1.142343,75.476371,2002,370
uncertainty_propagation,8.703212,4.992276,0.923373,14.009994,2002,371
uncertainty_propagation,8.64298,3.347033,0.965276,21.543606,2002,372
uncertainty_propagation,11.649004,4.67218,0.968659,28.133825,2002,373
uncertainty_propagation,10.02705,4.459443,1.293528,29.163622,2002,374
uncertainty_propagation,9.706008,2.476058,0.996754,37.923518,2002,375
uncertainty_propagation,8.765936,4.900149,1.269437,19.906658,2002,376
uncertainty_propagation,6.07447,2.365691,1.075189,16.770416,2002,377
uncertainty_propagation,11.383513,3.398248,1.087524,41.470216,2002,378
uncertainty_propagation,12.006506,4.738542,1.268218,38.581801,2002,379
uncertainty_propagation,9.796575,4.32088,0.896124,19.904187,2002,380
uncertainty_propagation,10.235883,2.984223,1.000518,35.127271,2002,381
uncertainty_propagation,9.073836,4.678475,1.246593,21.938259,2002,382
uncertainty_propagation,8.12009,3.593423,0.930471,17.073254,2002,383
uncertainty_propagation,11.073215,3.65712,0.973971,32.65533,2002,384
uncertainty_propagation,7.563166,3.140305,1.033296,18.821748,2002,385
uncertainty_propagation,9.958914,3.293045,1.038873,31.288791,2002,386
uncertainty_propagation,7.15401,4.988281,0.829255,8.508173,2002,387
uncertainty_propagation,9.87856,4.675231,1.052102,21.960492,2002,388
uncertainty_propagation,9.956067,4.466175,0.920724,20.434754,2002,389
uncertainty_propagation,11.418969,2.154614,0.967965,58.579274,2002,390
uncertainty_propagation,11.105546,3.72301,1.045251,34.626315,2002,391
uncertainty_propagation,10.314266,3.574169,1.022135,30.423529,2002,392
uncertainty_propagation,11.456888,2.874766,1.01126,46.173576,2002,393
uncertainty_propagation,10.342936,3.151728,1.273961,43.240943,2002,394
uncertainty_propagation,8.456191,4.644804,0.866212,13.335405,2002,395
uncertainty_propagation,12.057094,4.154212,0.877074,30.69254,2002,396
uncertainty_propagation,9.523955,3.57853,1.047343,26.547214,2002,397
uncertainty_propagation,11.19748,3.575761,0.890929,31.240304,2002,398
