baseline_decision,baseline_outcome,case_id,decision_changed,description,estimated_effect,governance_risk,implementation_cost,interpretation,intervention_decision,intervention_name,intervention_outcome,modeled_access_barrier,modeled_service_quality,modeled_support_intensity,net_benefit
monitor,0.314588,4,False,Improve service quality and implementation reliability.,0.044861,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.359449,0.848933,0.568973,0.181839,-0.031139
monitor,0.314588,4,False,"Combine support, access, and quality improvements.",0.074355,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.388943,0.738933,0.488973,0.271839,-0.059645
monitor,0.314588,4,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.314588,0.878933,0.388973,0.151839,-0.0385
monitor,0.542282,5,False,Increase support intensity while leaving barriers largely unchanged.,0.041309,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.583591,0.548334,0.439104,0.854122,-0.032191
monitor,0.542282,5,False,Reduce access barriers through institutional redesign.,0.052443,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.594725,0.368334,0.449104,0.714122,-0.032057
monitor,0.542282,5,False,Improve service quality and implementation reliability.,0.049306,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.591588,0.518334,0.599104,0.724122,-0.026694
monitor,0.542282,5,False,"Combine support, access, and quality improvements.",0.079362,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.621644,0.408334,0.519104,0.814122,-0.054638
monitor,0.542282,5,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.542282,0.548334,0.419104,0.694122,-0.0385
monitor,0.391106,6,False,Increase support intensity while leaving barriers largely unchanged.,0.040656,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.431762,0.795428,0.491194,0.515625,-0.032844
monitor,0.391106,6,False,Reduce access barriers through institutional redesign.,0.051975,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.443081,0.615428,0.501194,0.375625,-0.032525
monitor,0.391106,6,False,Improve service quality and implementation reliability.,0.048769,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.439875,0.765428,0.651194,0.385625,-0.027231
monitor,0.391106,6,False,"Combine support, access, and quality improvements.",0.080009,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.471115,0.655428,0.571194,0.475625,-0.053991
monitor,0.391106,6,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.391106,0.795428,0.471194,0.355625,-0.0385
monitor,0.429151,7,False,Increase support intensity while leaving barriers largely unchanged.,0.041554,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.470705,0.839173,0.558455,0.619858,-0.031946
monitor,0.429151,7,False,Reduce access barriers through institutional redesign.,0.053028,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.482179,0.659173,0.568455,0.479858,-0.031472
monitor,0.429151,7,False,Improve service quality and implementation reliability.,0.049783,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.478934,0.809173,0.718455,0.489858,-0.026217
monitor,0.429151,7,False,"Combine support, access, and quality improvements.",0.081269,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.51042,0.699173,0.638455,0.579858,-0.052731
monitor,0.429151,7,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.429151,0.839173,0.538455,0.459858,-0.0385
monitor,0.484143,8,False,Increase support intensity while leaving barriers largely unchanged.,0.041971,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.526114,0.398412,0.757639,0.449334,-0.031529
monitor,0.484143,8,False,Reduce access barriers through institutional redesign.,0.053423,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.537566,0.218412,0.767639,0.309334,-0.031077
monitor,0.484143,8,False,Improve service quality and implementation reliability.,0.05019,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.534333,0.368412,0.917639,0.319334,-0.02581
monitor,0.484143,8,False,"Combine support, access, and quality improvements.",0.081366,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.565509,0.258412,0.837639,0.409334,-0.052634
monitor,0.484143,8,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.484143,0.398412,0.737639,0.289334,-0.0385
monitor,0.36389,9,False,Increase support intensity while leaving barriers largely unchanged.,0.039702,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.403592,0.643675,0.29973,0.505018,-0.033798
monitor,0.36389,9,False,Reduce access barriers through institutional redesign.,0.050822,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.414712,0.463675,0.30973,0.365018,-0.033678
monitor,0.36389,9,False,Improve service quality and implementation reliability.,0.04767,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.41156,0.613675,0.45973,0.375018,-0.02833
monitor,0.36389,9,False,"Combine support, access, and quality improvements.",0.078487,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.442377,0.503675,0.37973,0.465018,-0.055513
monitor,0.36389,9,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.36389,0.643675,0.27973,0.345018,-0.0385
monitor,0.454465,10,False,Increase support intensity while leaving barriers largely unchanged.,0.041873,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.496338,0.519435,0.581778,0.522516,-0.031627
monitor,0.454465,10,False,Reduce access barriers through institutional redesign.,0.053373,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.507838,0.339435,0.591778,0.382516,-0.031127
monitor,0.454465,10,False,Improve service quality and implementation reliability.,0.050123,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.504588,0.489435,0.741778,0.392516,-0.025877
monitor,0.454465,10,False,"Combine support, access, and quality improvements.",0.081561,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.536026,0.379435,0.661778,0.482516,-0.052439
monitor,0.454465,10,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.454465,0.519435,0.561778,0.362516,-0.0385
monitor,0.414766,11,False,Increase support intensity while leaving barriers largely unchanged.,0.041273,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.456039,1.0,0.316197,0.868323,-0.032227
monitor,0.414766,11,False,Reduce access barriers through institutional redesign.,0.052706,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.467472,0.82,0.326197,0.728323,-0.031794
monitor,0.414766,11,False,Improve service quality and implementation reliability.,0.049471,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.464237,0.97,0.476197,0.738323,-0.026529
monitor,0.414766,11,False,"Combine support, access, and quality improvements.",0.08091,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.495676,0.86,0.396197,0.828323,-0.05309
monitor,0.414766,11,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.414766,1.0,0.296197,0.708323,-0.0385
monitor,0.425805,12,False,Increase support intensity while leaving barriers largely unchanged.,0.041495,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.4673,0.45892,0.356144,0.638858,-0.032005
monitor,0.425805,12,False,Reduce access barriers through institutional redesign.,0.052961,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.478766,0.27892,0.366144,0.498858,-0.031539
monitor,0.425805,12,False,Improve service quality and implementation reliability.,0.049718,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.475523,0.42892,0.516144,0.508858,-0.026282
monitor,0.425805,12,False,"Combine support, access, and quality improvements.",0.081198,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.507003,0.31892,0.436144,0.598858,-0.052802
monitor,0.425805,12,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.425805,0.45892,0.336144,0.478858,-0.0385
monitor,0.532345,13,False,Increase support intensity while leaving barriers largely unchanged.,0.041501,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.573846,0.653557,0.763433,0.700592,-0.031999
monitor,0.532345,13,False,Reduce access barriers through institutional redesign.,0.05271,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.585055,0.473557,0.773433,0.560592,-0.03179
monitor,0.532345,13,False,Improve service quality and implementation reliability.,0.049551,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.581896,0.623557,0.923433,0.570592,-0.026449
monitor,0.532345,13,True,"Combine support, access, and quality improvements.",0.079853,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,act,combined_policy,0.612198,0.513557,0.843433,0.660592,-0.054147
monitor,0.532345,13,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.532345,0.653557,0.743433,0.540592,-0.0385
monitor,0.415661,14,False,Increase support intensity while leaving barriers largely unchanged.,0.041293,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.456954,0.562762,0.486504,0.5356,-0.032207
monitor,0.415661,14,False,Reduce access barriers through institutional redesign.,0.052729,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.46839,0.382762,0.496504,0.3956,-0.031771
monitor,0.415661,14,False,Improve service quality and implementation reliability.,0.049493,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.465154,0.532762,0.646504,0.4056,-0.026507
monitor,0.415661,14,False,"Combine support, access, and quality improvements.",0.080937,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.496598,0.422762,0.566504,0.4956,-0.053063
monitor,0.415661,14,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.415661,0.562762,0.466504,0.3756,-0.0385
monitor,0.492069,15,False,Increase support intensity while leaving barriers largely unchanged.,0.041946,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.534015,0.252791,0.616377,0.475737,-0.031554
monitor,0.492069,15,False,Reduce access barriers through institutional redesign.,0.053373,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.545442,0.072791,0.626377,0.335737,-0.031127
monitor,0.492069,15,False,Improve service quality and implementation reliability.,0.050148,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.542217,0.222791,0.776377,0.345737,-0.025852
monitor,0.492069,15,False,"Combine support, access, and quality improvements.",0.081217,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.573286,0.112791,0.696377,0.435737,-0.052783
monitor,0.492069,15,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.492069,0.252791,0.596377,0.315737,-0.0385
monitor,0.353579,16,False,Increase support intensity while leaving barriers largely unchanged.,0.039272,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.392851,0.701034,0.446097,0.220694,-0.034228
monitor,0.353579,16,False,Reduce access barriers through institutional redesign.,0.050296,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.403875,0.521034,0.456097,0.080694,-0.034204
monitor,0.353579,16,False,Improve service quality and implementation reliability.,0.04717,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.400749,0.671034,0.606097,0.090694,-0.02883
monitor,0.353579,16,False,"Combine support, access, and quality improvements.",0.077771,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.43135,0.561034,0.526097,0.180694,-0.056229
monitor,0.353579,16,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.353579,0.701034,0.426097,0.060694,-0.0385
monitor,0.380379,17,False,Increase support intensity while leaving barriers largely unchanged.,0.040312,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.420691,1.0,0.353705,0.841213,-0.033188
monitor,0.380379,17,False,Reduce access barriers through institutional redesign.,0.051561,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.43194,0.82,0.363705,0.701213,-0.032939
monitor,0.380379,17,False,Improve service quality and implementation reliability.,0.048374,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.428753,0.97,0.513705,0.711213,-0.027626
monitor,0.380379,17,False,"Combine support, access, and quality improvements.",0.079473,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.459852,0.86,0.433705,0.801213,-0.054527
monitor,0.380379,17,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.380379,1.0,0.333705,0.681213,-0.0385
monitor,0.443301,18,False,Increase support intensity while leaving barriers largely unchanged.,0.041759,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.48506,0.622431,0.508416,0.542679,-0.031741
monitor,0.443301,18,False,Reduce access barriers through institutional redesign.,0.053255,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.496556,0.442431,0.518416,0.402679,-0.031245
monitor,0.443301,18,False,Improve service quality and implementation reliability.,0.050005,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.493306,0.592431,0.668416,0.412679,-0.025995
monitor,0.443301,18,False,"Combine support, access, and quality improvements.",0.081484,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.524785,0.482431,0.588416,0.502679,-0.052516
monitor,0.443301,18,False,Change the action threshold without changing underlying conditions.,-0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.443301,0.622431,0.488416,0.382679,-0.0385
monitor,0.429315,19,False,Increase support intensity while leaving barriers largely unchanged.,0.041557,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.470872,0.377427,0.309357,0.529184,-0.031943
monitor,0.429315,19,False,Reduce access barriers through institutional redesign.,0.053031,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.482346,0.197427,0.319357,0.389184,-0.031469
monitor,0.429315,19,False,Improve service quality and implementation reliability.,0.049786,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.479101,0.347427,0.469357,0.399184,-0.026214
monitor,0.429315,19,False,"Combine support, access, and quality improvements.",0.081272,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.510587,0.237427,0.389357,0.489184,-0.052728
monitor,0.429315,19,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.429315,0.377427,0.289357,0.369184,-0.0385
monitor,0.2968,20,False,Increase support intensity while leaving barriers largely unchanged.,0.036215,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.333015,0.794151,0.618752,0.166611,-0.037285
monitor,0.2968,20,False,Reduce access barriers through institutional redesign.,0.046509,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.343309,0.614151,0.628752,0.026611,-0.037991
monitor,0.2968,20,False,Improve service quality and implementation reliability.,0.043585,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.340385,0.764151,0.778752,0.036611,-0.032415
monitor,0.2968,20,False,"Combine support, access, and quality improvements.",0.072416,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.369216,0.654151,0.698752,0.126611,-0.061584
monitor,0.2968,20,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.2968,0.794151,0.598752,0.006611,-0.0385
monitor,0.381487,21,False,Increase support intensity while leaving barriers largely unchanged.,0.040349,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.421836,0.804753,0.322957,0.628022,-0.033151
monitor,0.381487,21,False,Reduce access barriers through institutional redesign.,0.051607,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.433094,0.624753,0.332957,0.488022,-0.032893
monitor,0.381487,21,False,Improve service quality and implementation reliability.,0.048418,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.429905,0.774753,0.482957,0.498022,-0.027582
monitor,0.381487,21,False,"Combine support, access, and quality improvements.",0.079532,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.461019,0.664753,0.402957,0.588022,-0.054468
monitor,0.381487,21,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.381487,0.804753,0.302957,0.468022,-0.0385
monitor,0.504779,22,False,Increase support intensity while leaving barriers largely unchanged.,0.041865,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.546644,0.490862,0.33926,0.829829,-0.031635
monitor,0.504779,22,False,Reduce access barriers through institutional redesign.,0.053238,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.558017,0.310862,0.34926,0.689829,-0.031262
monitor,0.504779,22,False,Improve service quality and implementation reliability.,0.05003,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.554809,0.460862,0.49926,0.699829,-0.02597
monitor,0.504779,22,False,"Combine support, access, and quality improvements.",0.080897,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.585676,0.350862,0.41926,0.789829,-0.053103
monitor,0.504779,22,False,Change the action threshold without changing underlying conditions.,1e-06,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.50478,0.490862,0.31926,0.669829,-0.038499
monitor,0.444329,23,False,Increase support intensity while leaving barriers largely unchanged.,0.041772,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.486101,0.803135,0.620647,0.652091,-0.031728
monitor,0.444329,23,False,Reduce access barriers through institutional redesign.,0.053269,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.497598,0.623135,0.630647,0.512091,-0.031231
monitor,0.444329,23,False,Improve service quality and implementation reliability.,0.050019,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.494348,0.773135,0.780647,0.522091,-0.025981
monitor,0.444329,23,False,"Combine support, access, and quality improvements.",0.081496,0.1,0.34,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,combined_policy,0.525825,0.663135,0.700647,0.612091,-0.052504
monitor,0.444329,23,False,Change the action threshold without changing underlying conditions.,0.0,0.14,0.05,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,threshold_rule_change,0.444329,0.803135,0.600647,0.492091,-0.0385
monitor,0.40476,24,False,Increase support intensity while leaving barriers largely unchanged.,0.041037,0.07,0.18,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,increase_support,0.445797,0.542373,0.747671,0.34165,-0.032463
monitor,0.40476,24,False,Reduce access barriers through institutional redesign.,0.052428,0.05,0.22,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,reduce_access_barrier,0.457188,0.362373,0.757671,0.20165,-0.032072
monitor,0.40476,24,False,Improve service quality and implementation reliability.,0.049204,0.04,0.2,Scenario outcome is modeled under explicit assumptions; it is not proof of real-world causal effect.,monitor,improve_service_quality,0.453964,0.512373,0.907671,0.21165,-0.026796
